C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,623,部級主管,if (Participants.Trim() == "$部級主管")
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,774,部級主管,if (Participants.Trim() == "$部級主管")
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1148,自訂管理單位,"where config_type = '自訂管理單位' ";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1647,趙小姐,"select group_id from pub_group where group_name = '趙小姐')";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1694,變更及文件管理科,"select group_id from pub_group where group_name = '變更及文件管理科')";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1741,系統管理者,"select group_id from pub_group where group_name = '系統管理者')";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1782,問管科,string ou_dn = new ConfigInfo().GetDBWebConfigValue("問管科");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1815,趙小姐,member = new ConfigInfo().GetDBWebConfigValue("趙小姐");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1829,變更及文件管理科,string ou_dn = new ConfigInfo().GetDBWebConfigValue("變更及文件管理科");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,1862,變管人員,member = new ConfigInfo().GetDBWebConfigValue("變管人員");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,2134,廠商,"select group_id from pub_group where group_name = '廠商')";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,2280,預設,dr["manager_user_name"] = dsManager.Tables[0].Rows[0]["manager_user_name"].ToString() + "(預設)";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,2309,預設,dr["manager_user_name"] = drRqDelegation["agent1"].ToString() + "(預設)";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,2323,預設,dr["manager_user_name"] = drRqDelegation["agent2"].ToString() + "(預設)";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefTableData.cs,2342,自訂,dr["manager_user_name"] = drCustomManager["to_user"].ToString() + "(自訂)";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,32,需求單案號,dt.Columns.Add("需求單案號");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,33,需求單編號,dt.Columns.Add("需求單編號");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,34,需求單分案號編號,dt.Columns.Add("需求單分案號編號");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,35,需求單編號,dt.Columns.Add("需求單編號All");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,36,表單狀態,dt.Columns.Add("表單狀態");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,37,流程狀態,dt.Columns.Add("流程狀態");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,38,需求類型,dt.Columns.Add("需求類型");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,39,負責人,dt.Columns.Add("負責人");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,40,登錄人,dt.Columns.Add("登錄人");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,41,申請人,dt.Columns.Add("申請人");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,42,申請人管理單位,dt.Columns.Add("申請人管理單位");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,43,申請人單位,dt.Columns.Add("申請人單位");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,44,申請人科組,dt.Columns.Add("申請人科組");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,45,成本中心代碼,dt.Columns.Add("成本中心代碼");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,46,申請人電話,dt.Columns.Add("申請人電話/分機");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,46,分機,dt.Columns.Add("申請人電話/分機");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,47,是否代提需求,dt.Columns.Add("是否代提需求");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,48,原申請人,dt.Columns.Add("原申請人");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,49,原申請人員編,dt.Columns.Add("原申請人員編");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,50,原申請人單位,dt.Columns.Add("原申請人單位");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,51,原申請人成本中心,dt.Columns.Add("原申請人成本中心");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,52,需求主管,dt.Columns.Add("需求主管");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,53,覆核主管,dt.Columns.Add("覆核主管1");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,54,覆核主管,dt.Columns.Add("覆核主管1單位別");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,54,單位別,dt.Columns.Add("覆核主管1單位別");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,55,覆核主管,dt.Columns.Add("覆核主管2");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,56,覆核主管,dt.Columns.Add("覆核主管2單位別");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,56,單位別,dt.Columns.Add("覆核主管2單位別");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,57,申請日期,dt.Columns.Add("申請日期");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,58,趙小姐經辦,dt.Columns.Add("趙小姐經辦");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,59,趙小姐完成日,dt.Columns.Add("趙小姐完成日");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,60,資訊科長分派完成日,dt.Columns.Add("資訊科長分派完成日");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,61,處理單位,dt.Columns.Add("處理單位");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,62,處理科,dt.Columns.Add("處理科/組");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,62,組,dt.Columns.Add("處理科/組");
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RqReport.cs,63,系統代號,dt.Columns.Add("系統代號");
